step,rate,time,speed,throttle,brake,steer,x,y,yaw,idx,ev,elat,eyaw,sp_x,sp_y,sp_yaw,sp_v,sp_curvature 
2358,0.00999999999999801,24.33,11.514144897460938,0.8886531591415405,0.0,-4.488739068619907e-05,-181.27700805664062,-19.7281494140625,-1.5669894711746828,1969,0.013630549777298384,0.0099186708597231,-5.484029223179476e-05,-181.26705344987883,-19.73766256155949,-1.5670443114669146,11.527775447238236,0.0
2359,0.010000000000001563,24.34,11.525700569152832,0.8631978034973145,0.0,-4.33158093073871e-05,-181.27659606933594,-19.84341049194336,-1.5669864085394292,1971,0.012025249975151198,0.009941227913345925,-5.292024399317086e-05,-181.26667831467154,-19.837165573312927,-1.5670393287834223,11.537725819127983,0.0
2360,0.010000000000001563,24.35,11.53722858428955,0.8629652261734009,0.0,-4.076330515090376e-05,-181.2761688232422,-19.958789825439453,-1.5669845443266661,1973,0.010447606728181569,0.009948972117380477,-4.980177326396884e-05,-181.26630317946424,-19.93666858506636,-1.56703434609993,11.547676191017732,0.0
2361,0.00999999999999801,24.36,11.548860549926758,0.8962107300758362,0.0,-3.446818300290033e-05,-181.2757110595703,-20.074283599853516,-1.5669841448525026,1976,0.014972123584001906,0.009926630409513212,-4.211083236516089e-05,-181.2656940700283,-20.098232261802337,-1.567026255684868,11.56383267351076,0.0
2362,0.010000000000001563,24.37,11.560470581054688,0.8644630908966064,0.0,-3.0406303267227486e-05,-181.2752685546875,-20.18989372253418,-1.5669841448525026,1978,0.01331246434591904,0.009924587683993963,-3.714830842582728e-05,-181.26531393747518,-20.19773525459084,-1.5670212931609282,11.573783045400607,0.0
2363,0.00999999999999801,24.38,11.572053909301758,0.8642072677612305,0.0,-2.634442353155464e-05,-181.2748260498047,-20.305618286132812,-1.5669841448525026,1980,0.011679507988697324,0.009924186831179264,-3.2185784485605495e-05,-181.26493380492207,-20.297238247379344,-1.5670163306369884,11.583733417290455,0.0
2364,0.010000000000001563,24.39,11.583772659301758,0.8630654215812683,0.0,-2.151960325136315e-05,-181.2743682861328,-20.42146110534668,-1.5669850769588842,1982,0.009911129878544145,0.009908979070822348,-2.6291154163970987e-05,-181.26455367236895,-20.396741240167845,-1.5670113681130484,11.593683789180302,0.0
2365,0.00999999999999801,24.4,11.595473289489746,0.8901142477989197,0.0,-1.411888388247462e-05,-181.27392578125,-20.53742218017578,-1.5669866748555383,1985,0.013136057525327871,0.0099094817582868,-1.724947160042234e-05,-181.26398347353927,-20.545995729350597,-1.5670039243271388,11.608609347015074,0.0
2366,0.010000000000001563,24.41,11.607147216796875,0.8645952343940735,0.0,-8.095159500953741e-06,-181.27346801757812,-20.65349769592285,-1.5669890717005193,1987,0.011412502108045786,0.009895162964940895,-9.890102679932511e-06,-181.26360334098615,-20.645498722139102,-1.566998961803199,11.61855971890492,0.0
2367,0.010000000000001563,24.42,11.618788719177246,0.8643343448638916,0.0,-3.270338766014902e-06,-181.2730255126953,-20.769691467285156,-1.566990003806901,1989,0.009721371617523289,0.00989655461948991,-3.995472358298002e-06,-181.26322320843303,-20.745001714927604,-1.5669939992792592,11.62851009079477,0.0
2368,0.00999999999999801,24.43,11.63053035736084,0.890764057636261,0.0,4.566344614431728e-06,-181.27259826660156,-20.886003494262695,-1.566992134335773,1992,0.01290529126869977,0.00991365672186029,5.5788424235814205e-06,-181.26265300960335,-20.894256204110356,-1.5669865554933493,11.64343564862954,0.0
2369,0.010000000000001563,24.44,11.642251968383789,0.865189254283905,0.0,1.0590069905447308e-05,-181.2721405029297,-21.002431869506836,-1.566994531180754,1994,0.011134052135599148,0.009900685952390383,1.2938211344515338e-05,-181.2622728770502,-20.993759196898857,-1.5669815929694095,11.653386020519388,0.0
2370,0.00999999999999801,24.45,11.65394115447998,0.8715107440948486,0.0,1.7212114471476525e-05,-181.27169799804688,-21.118974685668945,-1.5669970611837896,1996,0.01059394128446911,0.00990341105746732,2.1028564628267077e-05,-181.26184695061403,-21.105249135766343,-1.566976032619161,11.66453509576445,0.0
2371,0.010000000000001563,24.46,11.665730476379395,0.8918455243110657,0.0,2.4588642190792598e-05,-181.271240234375,-21.235637664794922,-1.5669986590804437,1999,0.013730177219972717,0.009897854951472627,3.0040693818733644e-05,-181.26126928810152,-21.25450359625033,-1.5669686183866247,11.679460653599367,0.0
2372,0.00999999999999801,24.47,11.677498817443848,0.8662586212158203,0.0,3.037825990759302e-05,-181.2707977294922,-21.3524169921875,-1.5670007896093157,2001,0.011912208045464112,0.00990732335552421,3.7114044381780786e-05,-181.26088417975984,-21.354006569906325,-1.5669636755649337,11.689411025489312,0.0
2373,0.010000000000001563,24.48,11.689265251159668,0.8657910227775574,0.0,3.605888196034357e-05,-181.2703399658203,-21.469316482543945,-1.5670027869801333,2003,0.01009614621958832,0.009901998150451128,4.405423689046728e-05,-181.26049907141817,-21.453509543562316,-1.5669587327432426,11.699361397379256,0.0
2374,0.00999999999999801,24.49,11.701133728027344,0.8921566605567932,0.0,4.398036981001496e-05,-181.2698974609375,-21.586332321166992,-1.5670050506670599,2006,0.013153227186830208,0.009912381921775714,5.373215635362527e-05,-181.25992140890565,-21.602764004046303,-1.5669513185107062,11.714286955214174,0.0
2375,0.010000000000001563,24.5,11.712979316711426,0.8665435910224915,0.0,4.933401942253113e-05,-181.2694549560547,-21.703468322753906,-1.5670066485637137,2008,0.011258010392692697,0.009923230758764886,6.027287469834164e-05,-181.25953630056398,-21.702266977702298,-1.5669463756890154,11.724237327104118,0.0
2376,0.010000000000001563,24.51,11.724793434143066,0.8662020564079285,0.0,5.457867882796563e-05,-181.2689971923828,-21.820720672607422,-1.5670081133023135,2010,0.009394264850996592,0.00991927122257114,6.668043498914145e-05,-181.2591511922223,-21.80176995135829,-1.5669414328673243,11.734187698994063,0.0
2377,0.00999999999999801,24.52,11.736703872680664,0.8925745487213135,0.0,6.151924026198685e-05,-181.2685546875,-21.938093185424805,-1.5670091785667495,2013,0.012409384148314828,0.009931035426869022,7.515993196172133e-05,-181.2585735297098,-21.951024411842276,-1.566934018634788,11.749113256828979,0.0
2378,0.010000000000001563,24.53,11.748589515686035,0.8669500946998596,0.0,6.654592289123684e-05,-181.26809692382812,-22.055585861206055,-1.5670103769892398,2015,0.010474113032890031,0.009928006021934416,8.130117614291166e-05,-181.25818842136812,-22.05052738549827,-1.566929075813097,11.759063628718925,0.0
2379,0.00999999999999801,24.54,11.760441780090332,0.8730106353759766,0.0,7.192899647634476e-05,-181.26766967773438,-22.173194885253906,-1.567011442253676,2017,0.009736210244668086,0.009958993503019061,8.787784683361721e-05,-181.2577557859482,-22.161670159587775,-1.5669235644068424,11.770177990335,0.0
2380,0.010000000000001563,24.55,11.772391319274902,0.8934606313705444,0.0,7.884592196205631e-05,-181.26722717285156,-22.290924072265625,-1.567012507518112,2020,0.012712228895157551,0.009978000303547521,9.632847077245543e-05,-181.2571706915677,-22.31092459112444,-1.5669161790473396,11.78510354817006,0.0
2381,0.00999999999999801,24.56,11.78431224822998,0.8678410649299622,0.0,8.331189019372687e-05,-181.2667694091797,-22.40877342224121,-1.56701304015033,2022,0.010741671830118094,0.009982219481186893,0.00010178467599208929,-181.25678062864733,-22.41042754548222,-1.5669112554743378,11.795053920060099,0.0
2382,0.010000000000001563,24.57,11.796231269836426,0.8673014640808105,0.0,0.001686593983322382,-181.26632690429688,-22.526742935180664,-1.567012773834221,2024,0.008773022113711448,0.010002168379559034,0.00010644193288511516,-181.25639056572697,-22.50993049984,-1.5669063319013359,11.805004291950137,0.0
2383,0.00999999999999801,24.58,11.808245658874512,0.8936295509338379,0.0,0.0016923979856073856,-181.265869140625,-22.64483070373535,-1.567013306466439,2027,0.011684190910685288,0.010007322177959563,0.0001143599246060667,-181.25580547134646,-22.659184931376664,-1.566898946541833,11.819929849785197,0.0
2384,0.010000000000001563,24.59,11.820226669311523,0.8680034875869751,0.0,8.946051821112633e-05,-181.265380859375,-22.763038635253906,-1.5670033196123512,2029,0.009653552363712237,0.009982429681668637,0.00010929664351966295,-181.2554154084261,-22.758687885734446,-1.5668940229688313,11.829880221675236,0.0
2385,0.010000000000001563,24.6,11.832175254821777,0.8676004409790039,0.0,7.823173655197024e-05,-181.26492309570312,-22.881366729736328,-1.5669846774847207,2031,0.007655338743496998,0.009988525577853803,9.557808889137931e-05,-181.25502534550574,-22.858190840092224,-1.5668890993958293,11.839830593565274,0.0
2386,0.00999999999999801,24.61,11.844221115112305,0.8938992023468018,0.0,7.13067565811798e-05,-181.26443481445312,-22.999813079833984,-1.5669688316762347,2034,0.010535036288029431,0.009964567702382384,8.711763990820742e-05,-181.25444025112523,-23.007445271628892,-1.5668817140363267,11.854756151400334,0.0
2387,0.010000000000001563,24.62,11.85623550415039,0.8744510412216187,0.0,6.445801409427077e-05,-181.2639617919922,-23.11838150024414,-1.5669549832385663,2036,0.009597802907462594,0.009956347024592634,7.875032245685532e-05,-181.2540060173365,-23.11821597708439,-1.5668762329161097,11.865833307057853,0.0
2388,0.00999999999999801,24.63,11.868212699890137,0.8683462738990784,0.0,5.877239891560748e-05,-181.26348876953125,-23.237070083618164,-1.5669431321717155,2038,0.007570979057847538,0.009954488708592129,7.180402993300916e-05,-181.2536110207026,-23.21771891198005,-1.5668713281417825,11.875783678947984,0.0
2389,0.010000000000001563,24.64,11.88028335571289,0.8946520090103149,0.0,5.607500861515291e-05,-181.2630157470703,-23.355878829956055,-1.5669324795273551,2041,0.010425881070290188,0.009953101139922193,6.850854706330622e-05,-181.2530185257517,-23.36697331432354,-1.5668639709802918,11.89070923678318,0.0
2390,0.00999999999999801,24.65,11.892351150512695,0.8688274025917053,0.0,5.322316792444326e-05,-181.26255798339844,-23.47480583190918,-1.5669240905699213,2043,0.008308458160616539,0.009967441675399157,6.502436395638966e-05,-181.2526235291178,-23.466476249219202,-1.5668590662059647,11.900659608673312,0.0
2391,0.010000000000001563,24.66,11.904383659362793,0.8958040475845337,0.0,5.357753616408445e-05,-181.2620849609375,-23.593856811523438,-1.5669171663510872,2046,0.01120150714571544,0.009967015692084254,6.54573066132258e-05,-181.25203103416695,-23.615730651562693,-1.566851709044474,11.915585166508508,0.0
2392,0.010000000000001563,24.67,11.916505813598633,0.8694905042648315,0.0,5.24695533385966e-05,-181.26161193847656,-23.71302604675293,-1.5669109079225254,2048,0.009029724800006633,0.009967059144223949,6.410365237830007e-05,-181.25163603753302,-23.715233586458353,-1.5668468042701469,11.92553553839864,0.0
2393,0.00999999999999801,24.68,11.928597450256348,0.8690125346183777,0.0,5.201552266953513e-05,-181.2611541748047,-23.83231544494629,-1.5669054484422908,2050,0.006888460032422827,0.009982838272113555,6.35489464713146e-05,-181.25124104089912,-23.814736521354018,-1.5668418994958198,11.93548591028877,0.0
2394,0.010000000000001563,24.69,11.940777778625488,0.8952910900115967,0.0,5.4222742619458586e-05,-181.26068115234375,-23.951730728149414,-1.5669007879103831,2053,0.009633689498478759,0.009983858452786029,6.624557605405812e-05,-181.25064854594825,-23.96399092369751,-1.566834542334329,11.950411468123967,0.0
2395,0.00999999999999801,24.7,11.952926635742188,0.8695724606513977,0.0,5.485861765919253e-05,-181.2602081298828,-24.071266174316406,-1.5668966600106935,2055,0.007435204271910578,0.009985355640380675,6.702245069156731e-05,-181.25025354931432,-24.06349385859317,-1.566829637560002,11.960361840014098,0.0
2396,0.010000000000001563,24.71,11.965033531188965,0.8751266002655029,0.0,5.7342476793564856e-05,-181.25973510742188,-24.190921783447266,-1.5668942631657126,2057,0.006365766191269273,0.009990626578856627,7.005705421114783e-05,-181.2498129424112,-24.173867552783083,-1.5668242061115012,11.971399297380234,0.0
2397,0.00999999999999801,24.72,11.977230072021484,0.8958783149719238,0.0,0.0016397940926253796,-181.25927734375,-24.310699462890625,-1.5668910673724044,2060,0.009094783194081302,0.01001425836811923,7.41908942645253e-05,-181.24921307767437,-24.32312192569014,-1.56681687647814,11.986324855215566,0.0
2398,0.010000000000001563,24.73,11.989388465881348,0.8701861500740051,0.0,0.0016418591840192676,-181.25880432128906,-24.430599212646484,-1.5668888036854778,2062,0.006886761224437876,0.010023122097442648,7.68136295787869e-05,-181.24881316784985,-24.422624840961504,-1.5668119900558992,11.996275227105786,0.0
2399,0.00999999999999801,24.74,12.001527786254883,0.8970255255699158,0.0,0.0016359740402549505,-181.25831604003906,-24.550622940063477,-1.566877218934736,2065,0.009672998686232503,0.010017225432675652,7.25585121981176e-05,-181.248213303113,-24.571879213868556,-1.5668046604225379,12.011200784941115,0.0
2400,0.010000000000001563,24.75,12.01375961303711,0.8706421852111816,0.0,4.682285725721158e-05,-181.2578125,-24.670766830444336,-1.5668569789104514,2067,0.007391543794227573,0.009996553042297188,5.720491015459572e-05,-181.24781339328848,-24.671382129139925,-1.566799774000297,12.021151156831337,0.0
2401,0.010000000000001563,24.76,12.02595329284668,0.8701503276824951,0.0,2.902417691075243e-05,-181.25729370117188,-24.791032791137695,-1.5668303472995506,2069,0.005148235874877116,0.009961112592076313,3.545972149465726e-05,-181.24741348346393,-24.770885044411294,-1.566794887578056,12.031101528721557,0.0
2402,0.00999999999999801,24.77,12.038239479064941,0.896353542804718,0.0,1.6168060028576292e-05,-181.25680541992188,-24.911420822143555,-1.5668073109561214,2072,0.007787607491945181,0.009956680079433787,1.9753011426537626e-05,-181.24681361872712,-24.920139417318346,-1.5667875579446948,12.046027086556887,0.0
2403,0.010000000000001563,24.78,12.050485610961914,0.8706269264221191,0.0,4.036930931761162e-06,-181.2563018798828,-25.031930923461914,-1.5667876035640549,2074,0.005491847485194157,0.009937479506955652,4.932041600902437e-06,-181.24641370890257,-25.019642332589715,-1.566782671522454,12.055977458447108,0.0
2404,0.00999999999999801,24.79,12.062688827514648,0.8759016394615173,0.0,-4.513448857323965e-06,-181.2558135986328,-25.152563095092773,-1.5667717577555689,2076,0.004283897670795511,0.009934028206243648,-5.514218353042111e-06,-181.2459718042943,-25.129594111952457,-1.5667772719739217,12.066972725185444,0.0
2405,0.010000000000001563,24.8,12.07497501373291,0.8968502879142761,0.0,-9.54417646426009e-06,-181.2553253173828,-25.273317337036133,-1.566758308792064,2079,0.006923269287995026,0.009938133114068472,-1.166041170108656e-05,-181.24536460004643,-25.278848455182295,-1.566769969203765,12.081898283020905,0.0
2406,0.00999999999999801,24.81,12.087224006652832,0.8711031079292297,0.0,-1.4714517419633921e-05,-181.2548370361328,-25.394195556640625,-1.5667471235154855,2081,0.0046246482583800486,0.00994161486762758,-1.7977174842087607e-05,-181.2449597972145,-25.378351350668854,-1.5667651006903274,12.091848654911212,0.0
2407,0.010000000000001563,24.82,12.09945011138916,0.8979114890098572,0.0,-1.6584495824645273e-05,-181.2543487548828,-25.515193939208984,-1.5667375361355613,2084,0.0073241013575131575,0.009945585470377594,-2.0261784609676425e-05,-181.2443525929666,-25.527605693898693,-1.566757797920171,12.106774212746673,0.0
2408,0.00999999999999801,24.83,12.111762046813965,0.8715153932571411,0.0,-1.8594088032841682e-05,-181.2538604736328,-25.63631820678711,-1.5667302124425637,2086,0.004962537823015367,0.009950068200722638,-2.2716964169333664e-05,-181.24394779013468,-25.62710858938525,-1.5667529294067333,12.11672458463698,0.0
2409,0.010000000000001563,24.84,12.124032020568848,0.8984026312828064,0.0,-1.686735231487546e-05,-181.2533721923828,-25.7575626373291,-1.5667250192784379,2089,0.007618121903593789,0.00995503978024497,-2.0607358139024257e-05,-181.2433405858868,-25.776362932615093,-1.5667456266365767,12.131650142472441,0.0
2410,0.010000000000001563,24.85,12.13638687133789,0.8719940781593323,0.0,-1.6806106941658072e-05,-181.2528839111328,-25.87893295288086,-1.5667202255884758,2091,0.005213643024857717,0.009960523487452496,-2.0532534663164625e-05,-181.2429357830549,-25.875865828101652,-1.566740758123139,12.141600514362748,0.0
2411,0.00999999999999801,24.86,12.148699760437012,0.8988634347915649,0.0,-1.3553492863138672e-05,-181.2523956298828,-26.000423431396484,-1.5667168966371132,2094,0.007826311761197857,0.009966496043770132,-1.6558715869141594e-05,-181.24232857880702,-26.02512017133149,-1.5667334553529824,12.15652607219821,0.0
2412,0.010000000000001563,24.87,12.16109561920166,0.8779571652412415,0.0,-1.1347822692187037e-05,-181.25192260742188,-26.122039794921875,-1.5667142334760231,2096,0.006381036767448833,0.009988239390597856,-1.3863980306894064e-05,-181.24188308517415,-26.134625102854102,-1.5667280974563302,12.167476655969109,0.0
2413,0.00999999999999801,24.88,12.173449516296387,0.8723381757736206,0.0,0.0015452830120921135,-181.25143432617188,-26.24378204345703,-1.5667133013696417,2098,0.003977511563114433,0.010000580212555784,-9.945041881564975e-06,-181.24147340918083,-26.234127978396923,-1.566723246411523,12.177427027859501,0.0
2414,0.010000000000001563,24.89,12.185887336730957,0.898510217666626,0.0,0.001550989574752748,-181.25094604492188,-26.365644454956055,-1.5667122361052055,2101,0.006465248964131476,0.010014034142174534,-3.7337391063374525e-06,-181.24085889519083,-26.383382291711158,-1.566715969844312,12.192352585695089,0.0
2415,0.00999999999999801,24.9,12.198305130004883,0.8726004958152771,0.0,-7.477806775568752e-06,-181.25042724609375,-26.487632751464844,-1.5667019829350088,2103,0.003997827580597857,0.00999748904521143,-9.135864496023771e-06,-181.2404492191975,-26.482885167253983,-1.5667111187995049,12.20230295758548,0.0
2416,0.010000000000001563,24.91,12.210677146911621,0.8994565606117249,0.0,-1.6344680261681788e-05,-181.2499237060547,-26.609745025634766,-1.5666838734395963,2106,0.006551368509446931,0.009996713047853585,-1.9968792697611093e-05,-181.2398347052075,-26.632139480568217,-1.5667038422322939,12.217228515421068,0.0
2417,0.010000000000001563,24.92,12.223128318786621,0.8730297088623047,0.0,-2.4145110728568397e-05,-181.2493896484375,-26.73198127746582,-1.5666694923697098,2108,0.004050568524839093,0.009965930170999294,-2.949881777691843e-05,-181.23942502921417,-26.73164235611104,-1.5666989911874867,12.22717888731146,0.0
2418,0.00999999999999801,24.93,12.235536575317383,0.8724518418312073,0.0,-3.0201679692254402e-05,-181.24888610839844,-26.85434341430664,-1.5666572418286955,2110,0.0015926838844695368,0.009966182906471817,-3.689831398379084e-05,-181.23901535322085,-26.83114523165386,-1.5666941401426793,12.237129259201852,0.0
2419,0.010000000000001563,24.94,12.248025894165039,0.8986037969589233,0.0,-3.2093106710817665e-05,-181.2483673095703,-26.97682762145996,-1.566647654448771,2113,0.004028922872400642,0.00995167956919476,-3.920912669741483e-05,-181.23840083923085,-26.980399544968094,-1.5666868635754685,12.25205481703744,0.0
2420,0.00999999999999801,24.95,12.260468482971191,0.8728066086769104,0.0,-3.45529624610208e-05,-181.24786376953125,-27.099437713623047,-1.5666397981235554,2115,0.0015367059566386843,0.009952953184564767,-4.221440710594493e-05,-181.23799116323752,-27.07990242051092,-1.5666820125306613,12.26200518892783,0.0
2421,0.010000000000001563,24.96,12.272859573364258,0.9049195647239685,0.0,-3.357122477609664e-05,-181.2473602294922,-27.222171783447266,-1.5666332733788848,2118,0.005024209969327842,0.00995878331719085,-4.1014987904652855e-05,-181.2373325572443,-27.238686998648586,-1.5666742883667895,12.277883783333586,0.0
2422,0.00999999999999801,24.97,12.285324096679688,0.8736758828163147,0.0,-3.3974185498664156e-05,-181.24685668945312,-27.345027923583984,-1.5666279470567046,2120,0.002510058544372029,0.009967062809509968,-4.1507296788978465e-05,-181.2369180276006,-27.338189854090263,-1.5666694543534938,12.28783415522406,0.0
2423,0.010000000000001563,24.98,12.297744750976562,0.9004918336868286,0.0,-3.076392749790102e-05,-181.246337890625,-27.4680118560791,-1.566624618105342,2123,0.005014962083208729,0.009960616024499432,-3.7585228207959176e-05,-181.23629623313508,-27.487444137252783,-1.56666220333355,12.302759713059771,0.0
2424,0.00999999999999801,24.99,12.310264587402344,0.8739256262779236,0.0,-2.8660087991738692e-05,-181.24583435058594,-27.59111976623535,-1.5666223544184155,2125,0.002445497547901354,0.009969944383562992,-3.501490183888123e-05,-181.2358817034914,-27.586946992694465,-1.5666573693202543,12.312710084950245,0.0
2425,0.010000000000001563,25.0,12.32274055480957,0.9007171988487244,0.0,-2.3814960513846017e-05,-181.24533081054688,-27.714351654052734,-1.5666210228378703,2128,0.0048950879763847155,0.009979789229975448,-2.9095462440231756e-05,-181.23525990902587,-27.73620127585698,-1.5666501183003105,12.327635642785955,0.0
2426,0.010000000000001563,25.01,12.33529281616211,0.8742522597312927,0.0,0.001515018055215478,-181.24484252929688,-27.837709426879883,-1.5666204902056524,2130,0.0022931985143195277,0.01000541716640464,-2.4794081362244924e-05,-181.2348453793822,-27.835704131298662,-1.5666452842870149,12.337586014676429,0.0
2427,0.00999999999999801,25.02,12.347796440124512,0.9010547995567322,0.0,0.001521185040473938,-181.2443389892578,-27.961193084716797,-1.5666204902056524,2133,0.004715132387628884,0.010016310879527798,-1.754306141865669e-05,-181.23422358491666,-27.984958414461182,-1.566638033267071,12.35251157251214,0.0
2428,0.010000000000001563,25.03,12.360373497009277,0.8745925426483154,0.0,-1.7813908925745636e-05,-181.24378967285156,-28.084800720214844,-1.5666114354579461,2135,0.002088447393337134,0.009981945110081018,-2.176379582952137e-05,-181.23380905527299,-28.08446126990286,-1.5666331992537754,12.362461944402614,0.0
2429,0.00999999999999801,25.04,12.372904777526855,0.8789408802986145,0.0,-2.8000640668324195e-05,-181.24325561523438,-28.20853614807129,-1.566593725436697,2137,0.00041090767959239827,0.009966540565355772,-3.420923464680925e-05,-181.23335447430307,-28.192997725957582,-1.5666279346713436,12.373315685206448,0.0
2430,0.010000000000001563,25.05,12.385513305664062,0.900471568107605,0.0,-3.29851136484649e-05,-181.24270629882812,-28.332393646240234,-1.5665804096312466,2140,0.002727937378216083,0.009939233549286495,-4.029891600065838e-05,-181.23272542812958,-28.34225197873446,-1.566620708547247,12.388241243042279,0.0
2431,0.00999999999999801,25.06,12.398072242736816,0.8746308088302612,0.0,-3.8524249248439446e-05,-181.2421875,-28.45638084411621,-1.5665688248805048,2142,0.0001193721960159877,0.009942990467179986,-4.706625067729675e-05,-181.23230606401393,-28.441754813919044,-1.5666158911311823,12.398191614932832,0.0
2432,0.010000000000001563,25.07,12.410597801208496,0.9013346433639526,0.0,-4.002100104116835e-05,-181.2416534423828,-28.58049201965332,-1.5665597701327985,2145,0.0025193715601670164,0.009932011242509491,-4.8894874287164214e-05,-181.23167701784044,-28.591009066695918,-1.5666086650070856,12.413117172768663,0.0
2433,0.00999999999999801,25.08,12.423195838928223,0.8748570680618286,0.0,-4.174543937551789e-05,-181.2411346435547,-28.704730987548828,-1.5665528459139644,2147,-0.00012829426900573537,0.009936829259481935,-5.100167705673897e-05,-181.23125765372478,-28.6905119018805,-1.566603847591021,12.423067544659217,0.0
2434,0.010000000000001563,25.09,12.435742378234863,0.9016419053077698,0.0,-4.073539093951695e-05,-181.2406005859375,-28.829092025756836,-1.5665468538015117,2150,0.0022507242601825794,0.009926903095295486,-4.976766541275879e-05,-181.23062860755132,-28.839766154657376,-1.5665966214669242,12.437993102495046,0.0
2435,0.010000000000001563,25.1,12.448362350463867,0.8751484751701355,0.0,-4.0171013097278774e-05,-181.2400665283203,-28.953580856323242,-1.566542725901822,2152,-0.00041887607826751605,0.009917515519314146,-4.9078149037651286e-05,-181.23020924343567,-28.93926898984196,-1.5665918040508597,12.4479434743856,0.0
2436,0.00999999999999801,25.11,12.460928916931152,0.9019322991371155,0.0,-3.698113141581416e-05,-181.23956298828125,-29.078195571899414,-1.5665393969504595,2155,0.0019401152902780439,0.009939175799962872,-4.5180976303349496e-05,-181.22958019726218,-29.088523242618837,-1.5665845779267629,12.46286903222143,0.0
2437,0.010000000000001563,25.12,12.473567008972168,0.8801268935203552,0.0,-3.390623169252649e-05,-181.23904418945312,-29.20293426513672,-1.56653793221186,2157,0.00010360404695575198,0.009948815288837357,-4.1424273727663774e-05,-181.22912255064813,-29.196538081070294,-1.5665793564855874,12.473670613019124,0.0
2438,0.00999999999999801,25.13,12.48615550994873,0.902567982673645,0.0,-2.877435508708004e-05,-181.23851013183594,-29.327802658081055,-1.5665370001054784,2160,0.0024406609063394313,0.009947070693347803,-3.5154504560264144e-05,-181.22848628103853,-29.345792303229675,-1.5665721546100386,12.48859617085507,0.0
2439,0.010000000000001563,25.14,12.49881362915039,0.8760774731636047,0.0,-2.484447577444371e-05,-181.2379913330078,-29.45279312133789,-1.5665370001054784,2162,-0.0002670864046905308,0.009961105128299234,-3.035325419453727e-05,-181.2280621012988,-29.445295118002598,-1.566567353359673,12.4985465427457,0.0
2440,0.00999999999999801,25.15,12.511439323425293,0.9027289152145386,0.0,-1.8622688003233634e-05,-181.23745727539062,-29.577911376953125,-1.5665373995796419,2165,0.002032777156353305,0.009960425685762712,-2.275190448219888e-05,-181.22742583168917,-29.59454934016198,-1.566560151484124,12.513472100581646,0.0
2441,0.010000000000001563,25.16,12.524137496948242,0.8762047290802002,0.0,-1.4147853107715491e-05,-181.23692321777344,-29.70315933227539,-1.5665380653699144,2167,-0.0007150244759639435,0.009960299147125835,-1.7284863844224674e-05,-181.22700165194945,-29.6940521549349,-1.5665553502337584,12.523422472472278,0.0
2442,0.010000000000001563,25.17,12.536783218383789,0.9029463529586792,0.0,-7.490098596463213e-06,-181.2364044189453,-29.828529357910156,-1.566538997476296,2170,0.0015648119244353609,0.009975951638893817,-9.150881913555509e-06,-181.22636538233985,-29.843306377094283,-1.5665481483582095,12.538348030308224,0.0
2443,0.00999999999999801,25.18,12.549500465393066,0.8764162659645081,0.0,-2.3613170014868956e-06,-181.23587036132812,-29.954030990600586,-1.5665404622148955,2172,-0.0012020631942117888,0.009976906515087942,-2.8848929485292274e-06,-181.2259412026001,-29.942809191867205,-1.5665433471078438,12.548298402198855,0.0
2444,0.010000000000001563,25.19,12.562162399291992,0.9031624794006348,0.0,5.27736028743675e-06,-181.2353515625,-30.07965660095215,-1.5665425927437675,2175,0.0010615607428086093,0.009993648552697111,6.447511472273959e-06,-181.2253049329905,-30.092063414026587,-1.5665361452322952,12.5632239600348,0.0
2445,0.00999999999999801,25.2,12.574892044067383,0.8810303807258606,0.0,0.001520272926427424,-181.23483276367188,-30.20541000366211,-1.5665441906404216,2177,-0.0009211555936445848,0.010013615267354396,1.3223144324836511e-05,-181.22484439786217,-30.199531711621194,-1.5665309674960968,12.573970888473738,0.0
2446,0.010000000000001563,25.21,12.587568283081055,0.9037227630615234,0.0,0.0015300834784284234,-181.23431396484375,-30.33129119873047,-1.5665463211692936,2180,0.00132816322874163,0.010037515728697917,2.2531943585590852e-05,-181.22420093259572,-30.348785902933216,-1.5665237892257082,12.588896446309796,0.0
2447,0.00999999999999801,25.22,12.600308418273926,0.8772193789482117,0.0,0.0015235970495268703,-181.23374938964844,-30.45729637145996,-1.566539263792405,2182,-0.0014616000734228862,0.010016174736278456,2.0260080288991844e-05,-181.2237719557514,-30.44828869714123,-1.5665190037121157,12.598846818200503,0.0
2448,0.010000000000001563,25.23,12.613012313842773,0.9038482308387756,0.0,0.0015142658958211541,-181.2332000732422,-30.583431243896484,-1.566523417983919,2185,0.0007600621937893237,0.010010651547819736,1.1592542191962707e-05,-181.22312849048495,-30.597542888453248,-1.566511825441727,12.613772376036563,0.0
2449,0.00999999999999801,25.24,12.625786781311035,0.8772935271263123,0.0,-4.7959342737158295e-06,-181.2326202392578,-30.709693908691406,-1.5665011805888167,2187,-0.0020640333837658176,0.009975161998667808,-5.859339317737522e-06,-181.22269951364066,-30.697045682661262,-1.5665070399281344,12.62372274792727,0.0
2450,0.010000000000001563,25.25,12.638506889343262,0.9040037989616394,0.0,-2.169963227061089e-05,-181.23202514648438,-30.83608627319336,-1.5664733505554254,2190,0.00014141642006570976,0.00992497295890761,-2.6511102320547764e-05,-181.22205604837418,-30.846299873973283,-1.566499861657746,12.638648305763327,0.0
